userName,score,at,content,app_name
Iffat Nourandaa (Rian),1,2024-05-20 02:58:14,"I've been using Tokopedia for years, since it is the most secure and reliable online shopping to go to. The problems are with the new policy that increasing service fees to the seller, and it definitely has some effect, that is increased products price. And the UI is a LOT slower than previous Ramadhan update. Also, pressing the back button, it reloads the previous page, while on previous update, the page still cached.",Tokopedia
Fajar Isnaeni,5,2024-05-20 01:47:25,Great place for finding used car,OLX
Danielle Davis,5,2024-05-19 21:50:14,"Alibaba's my new friend . I would answer the (tell us more) section, but the choice answers the app gave were NO & NOT SURE. There's no choice fir YES",Alibaba
myla condrillon,5,2024-05-19 18:36:00,"its always 5star for me its been a while haven't use the app, but getting back to it just awesome, coz I discover new things and really help me made changes especially decorating our tiny house and able to buy things I really wanted, liked and desired",Lazada
chad angelo,1,2024-05-19 13:51:28,"Please fix your issue with the flash vouchers. Android users can't collect any, only iOS users. What's this all about???",Lazada
Yohannes Tan,1,2024-05-19 12:49:18,"I removed previous feedback for transporter. But still 1 star for this apps. I cannot search my keyword. Once I enter keyword then sort by price, random product shown. But none of it related with my keyword. So hard to search product I want.",Shopee
e.e UvU,1,2024-05-19 12:34:02,"This used to be my go to app because of the discounts but the delivery policy sucks now since the couriers don't even try to contact the customer and when they deliver to your house but you aren't there, they don't bother to contact the customer and just take a picture then say that the customer asked to reschedule when no calls/messages were even made and the couriers also use the same picture from the first day to cancel your order instead of going back to your address. Would not recommend.",Lazada
simon inambao,1,2024-05-19 11:12:01,Shipping cost are very expensive i wouldn't recommend it to any one,Alibaba
Prasz WONGSOWIJOYO,4,2024-05-19 10:42:26,"For me personally, the Best shopping app. Why?! I felt at ease when I buy my needed over here, so why don't you give five stars?! Only the worst experiences when buy fresh products, and they run out of the products, they will never inform us, since it was delivered within two hours top (my experience, it's faster than that) but they never informed us as the buyer, why they don't send the certain items (no explanation at all) until two days they pay back out money! That's all...",Blibli
Archimedes Macaraeg,5,2024-05-19 10:01:29,"This app is totally a very helpful application specifically when searching for a certain product you are craving to buy .Much more I like with this app is there is an in game Of LAZADA in which you could be rewarded for discounts and great vouchers.,for us to use in buying such products in several shops affiliated with this application.So again To the LAZADA FAMILY We THANK YOU.MWAAH.",Lazada
Rofi Rafisqy,3,2024-05-19 09:55:09,"omg shopee, I always updates for your fixed bugs but when I opened it. it same all not changes...",Shopee
Cardawi Bacaraman,1,2024-05-19 09:49:42,"I've requested to delete my Fast Cash, but instead they frozen my whole Lazada account, and every time I log in to my account, it is advising me to call a number. Now! I've learned to shop at other online shopping apps, which have so many options. Thank you for being a good app, yet the ""chat with customer care"" feature is not helpful because they don't care if the customer's concerns were resolved or not. The worst thing is that concerns that are not resolved are marked as resolved.",Lazada
Celine Foong,3,2024-05-19 09:42:36,"Is really good platform to shop, however it hard to find something with long name. When you need something special n type few words, it will show many unrelated items in your search. I'm diecast cars fans, when I try to search d diecast car that I looking for, it will show me many unrelated item even I using the camera to search.",Lazada
hira hirlandini,5,2024-05-19 03:36:15,shopping really easy and happy because of Shopee. Thank you Shopee.,Shopee
Bob IG,1,2024-05-19 03:13:55,Payment issue (seabank with shopee). Everytime i've done top up and tried to go back to shopee. It kept loading. And also my payment to the merchant didnt go well.. please fix this issue so I dont have to back and forth to the apps. Payment kept loading.. Frustrated,Shopee
Edwin Verdejo,1,2024-05-19 03:09:22,"Hi, Lazada. Why is it that as soon as the clock reaches 11am and/or 8pm on the dot, the voucher runs out automatically? Are those vouchers pre-collected already or reserved to a select few? There is zero chance to collect it.",Lazada
Adi M,5,2024-05-19 00:34:04,many promo and very save for payment. the price is not expensive. original.,Blibli
quimber planillo,1,2024-05-19 00:03:06,"What's wrong with lazada. It keeps recommending the choice shop section but when you order, they won't ship the items. It's been 2 weeks since i ordered and then I reordered a week ago but didn't even bother to reply to chats or pack the items. Update: it even replied with different language. Lazada used to be very good in addressing customer complaints and issues.",Lazada
Andiko Putro Suryotomo,1,2024-05-18 22:29:06,"Laggy scrolling and confusing navigation, too much contents crammed into one apps.",Tokopedia
Elizabeth Estrellon,5,2024-05-18 22:25:56,"so very easy to find products,, very convenient for us, don't need to experienced heavy traffic in going to malls",Lazada
FRANK ROBY,1,2024-05-18 17:24:08,"Makes no sense can't find real costs,sizes, quantity or exactly what the hell you are ordering Please avoid.",Alibaba
Bu Khalfan,1,2024-05-18 17:01:41,The app is not working properly after the last update. It needs to be fixed.,Alibaba
Hanan,5,2024-05-18 12:57:30,Great place for sourcing materials and products as long as you be very specific with your requirements and specs.,Alibaba
malia,2,2024-05-18 10:47:56,most buyer reviews are not helpful anymore. reviews are sometimes not related to the product (random letters and unrelated photos and videos) they only do it to for the coins.,Lazada
Luzviminda Sandoval,5,2024-05-18 07:31:03,I love this app because the products are all nice and all the consumers can buy their needs,Alibaba
victor luke,5,2024-05-18 04:36:39,Reliable and easy to use in searching for products,Alibaba
Eshun,3,2024-05-18 04:22:21,is a very nice app but do you have to pay for the shipping fees too. The product itself doesn't cost but the shipping fees is too high,Alibaba
Amal Me,4,2024-05-18 01:15:06,"Please check again the shops that seem to have lots of stars, good comments but it turns out the products have problems. I've been fooled twice.",Shopee
Richie Zubiri,2,2024-05-18 00:02:41,Do not disrupt my experience with your mini games in your app. It is f****** annoying when I have a parcel in mind and that is very important and then youre gonna disrupt me to water your plants with coins without any option to skip!!!!!,Lazada
Dennis Ha,1,2024-05-17 22:44:50,This stupid app goes off even with notifications off. Getting deleted soon,Alibaba
Randel Mark Maniego,5,2024-05-17 22:43:06,"Lazada is the best online shopping app in the PH. Lots of free shipping, discounts vouchers and sale, also they have the fastest delivery i've experience the best.",Lazada
Johnard Coote,3,2024-05-17 19:58:21,Need to be able to put items in cart without have to speak with an agent first. Please fix this issue,Alibaba
Jomari Fabros,1,2024-05-17 18:53:42,"products are amazing, delivery is terrible.",Zalora
Rosyid Alfaza,2,2024-05-17 16:33:24,too much ads,OLX
Mr. Grey,1,2024-05-17 14:49:37,I won't definitely recommend this joke app.. I reported one supplier for not fixing my order and until now no response from anyone. They just want your money and that's it. So terrible app.,Alibaba
Abdulla Redha,5,2024-05-17 13:53:53,"I really have a great experience with this Aliexpress in terms of quality. Prices, free shipping return, fast money refunding. Best prices, reliable qualities, tracking the shipping, some items took longer time to deliver, that's all because it is free shipping .it's my favourite online shopping site.",Alibaba
Kohana,2,2024-05-17 12:25:46,"Whenever I place an order from a product that is from an outside country it takes SO long to be packed and ship. I placed the order days ago and I was notified that it will be shipped out next few days, that ""next few days"" is almost going to be 1 week. The annoying part about this is that I can't directly chat with the seller, it only leads me to an ai bot.. I really need the products for an upcoming important event. Aside from my complains, it's a good and smooth working app not gonna lie.",Lazada
Bowo Widiatmoko,5,2024-05-17 12:21:02,"easy and cheap way for shopping, one of the best e commerce platform",Tokopedia
